ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,ep_engagement_rate,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,vid_exist,vid_ytplaylist,vid_yturl,created_at,playlist_names_clean
F-BOMB ⚝ SHOWsutra DUB EPx7,https://soundcloud.com/bananasutra/sets/f-bomb-showsutra-dub-epx7,1,,SHOWsutra,"BURLESQUE,DUB,INDIE","BURLESQUE,DUB,GIPSY,INDIE",7,"[01] Dropping Etymological F-Bombs (with George) - Burlesque DUBsutra, [02] Dropping Etymological F-Bombs (with George) - Indie DUBsutra, [03] Dropping Etymological F-Bombs (with George) - Gipsy DUBsutra, [04] Dropping Etymological F-Bombs (with George) - DUBsutra, [05] Dropping Etymological F-Bombs (with George) - DUBsutra, [06] Dropping Etymological F-Bombs (with George) - DUBsutra, [07] Dropping Etymological F-Bombs (with George) - DUBsutra","2123437023, 2123437038, 2123437041, 2123437029, 2123437026, 2123437032, 2123437035",1186,5,0.421585,0:21:56,https://i1.sndcdn.com/artworks-MaDI6oRlKnS475ml-wUwvOA-t500x500.png,https://i1.sndcdn.com/artworks-MaDI6oRlKnS475ml-wUwvOA-t1080x1080.png,F-BOMB,L-75,checked,,"A 21-minute ride of naked truth, across 7 tracks. Etymological deep dive into the most flexible word in the English language, delivered in dub. George Carlin's ghost nods approvingly. With a wink to George Carlin. Be the fool worth being.",Play: (Be) The Fool,,,,2025-07-02T21:47:05Z,DUBsutra
Fluye (como el mar) FLOWsutra,https://soundcloud.com/bananasutra/sets/fluye-como-el-mar-flowsutra,1,,FLOWsutra,"DUB,INDIE","DUB,FADO,INDIE,RAGGA",11,"[01] Fluye • Oh My (Socrates) Cello INDIE, [02] Fluye • La Poesita Fado (1), [03] Fluye • La Poesita Fado INDIE (1), [04] Fluye • Ordo Arabesk Amoris INDIE, [05] Fluye • Queen (of Authentic) DUB (1), [06] Fluye • Queen (of Authentic) DUB (2), [07] Fluye • Miss Cheeky DUB (1), [08] Fluye • Miss Cheeky DUB (2), [09] Fluye • Muse Prima DUB (1), [10] Fluye • Muse Prima DUB (2), [11] Fluye • Feel Di (Ragga) Riddim DUB","2098355751, 2098355760, 2098355748, 2098355766, 2098355772, 2098355763, 2098355775, 2098355745, 2098355769, 2098355754, 2098355757",4588,41,0.893636,0:30:53,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t500x500.png,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t1080x1080.png,Fluye (como el mar),L-77,checked,,"11 tracks of peace that bites back. En español, el mensaje sigue siendo Bruce Lee: fluye como el mar. Sin resistencia. A nod to Bruce Lee. En español, con alma. Fly like water, land like truth.","Trust: FLY (like water),World: SPANISHsutra",,,,2025-05-19T11:17:40Z,"DUBsutra, DUBsutra (Best Of), FLOWsutra : FLY (like water), FOLKsutra (Best Of), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of)"
Foolish EPx5,https://soundcloud.com/bananasutra/sets/foolish-epx5,1,,FLOWsutra,"INDIE,FOLK","INDIE,FOLK",5,"Ah Foolish Me • CIRCUSsutra, Dark (Lace) Rhythms • TANGOsutra, Absinthe Bliss (Kiss Me Slow) • DUBsutra, There is a Fool (that never loves you) • FOLKsutra, Dripping in Whispers • JAZZsutra","1988597207, 1988597211, 1988597215, 1988597223, 1988597227",1372,27,1.967930,0:17:26,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t500x500.png,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t1080x1080.png,Foolish,L-79,checked,,"A 17-minute ride of gleeful absurdity, across 5 tracks. Five foolish songs. One letter. A circus tango dub folky drip of dark bliss. There is a fool that never loves you. He'll linger anyway. The sound: indie and folk. The peace prayer that won't shut up.",Ask: PEACE (not war),,,,2024-12-18T04:19:45Z,"BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), FLOWsutra : WET (my friend), FLOWsutra where time is space, FOLKsutra, INDIEsutra, JAZZsutra, JAZZsutra (Best Of)"
Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,1,,KNOWsutra,"BLUES,DUB,FOLK,INDIE,LOFI","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,SOUL",15,"[01] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Mama-b-c Psychedelic Cello Dream INDIE, [02] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) La Poesita Psychedelic Cello Dub INDIE, [03] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB, [04] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB, [05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB, [06] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [07] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [08] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [09] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [10] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness Understands Bluesy Dub FOLK, [11] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness Understands Bluesy Dub FOLK, [12] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness is in the Depth Bluesy Dub FOLK, [13] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness is in the Depth Bluesy Dub FOLK, [14] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Destiny BLUES, [15] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Classic Weary True BLUES","2219108903, 2219108909, 2219108888, 2219108915, 2219108906, 2219108912, 2219108891, 2219108894, 2219108918, 2219108924, 2219108900, 2219108930, 2219108921, 2219108897, 2219108927",9045,62,0.685462,1:03:59,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t1080x1080.png,Foolish Goldfish (Forever),L-80,checked,,"15 tracks of democracy in distress. Stalin, Putin, same eyes, different era. Round and round we go, foolish goldfish, forever chasing gold-painted turds. Served in blues, dub, and folk. Resonated: 8k plays and 64 likes so far. The peace prayer that won't shut up.",Ask: PEACE (not war),,,,2025-11-26T04:04:07Z,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, INDIEsutra, INDIEsutra (Best Of), KNOWsutra : PEACE (not War), LOFIsutra"
FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol2-epx10-burlesquesutra,2,,QUACKsutra,"BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK","BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK",10,"[01] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [02] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [03] FOTUS Circus VOL. 02 • Liberty's in Chains • JAZZ LOFI QUACKsutra, [04] FOTUS Circus Vol. 02  • Monkey Dance • QUACKsutra, [05] FOTUS Circus Vol. 02 • Monkey Dance • QUACKsutra, [06] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [07] FOTUS Circus Vol. 02 • Ego Lore Galore • QUACKsutra, [08] FOTUS Circus VOL. 02 • Step Right In, Don't be Shy • Burlesque QUACKsutra, [09] FOTUS Circus VOL. 02 • It's FOTUS Horror Show Tonight • banjo folk QUACKsutra, [10] FOTUS Circus VOL. 02 • Liberty's in Chain • ROCK QUACKsutra","2099426610, 2099426604, 2099426616, 2099426613, 2099426619, 2099426607, 2099426625, 2099426631, 2099426622, 2099426628",1745,11,0.630372,0:32:55,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t500x500.png,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t1080x1080.png,FOTUS Circus: Ginsberg Hollow (Horror) Show,L-82,checked,,"10 banjo, burlesque, and folk tracks for the ones who still give a damn. It's the Allen Ginsberg Show (in ducklandia). Good joke. And FOTUS rhymes with anus. Channeling Allen Ginsberg, obviously. Vol. 2, because one wasn't enough.",Quack: FOTUS Circus,,,,2025-05-21T02:01:31Z,"BANJOsutra, FOTUS CIRCUS Playlist An American Freaks Show, HIDDEN PEELS, LOFIsutra, QUACKsutra : FOTUS Circus"
FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol3-epx9-burlesquesutra,3,,QUACKsutra,"BANJO,BURLESQUE,DUB,FOLK,MANTRA","BANJO,BURLESQUE,DUB,FOLK,MANTRA,RAGGA",9,"[01] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Folk Banjo QUACKsutra, [02] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Folky BANJO QUACKsutra, [03] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Dub QUACKsutra, [04] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Banjo QUACKsutra, [05] FOTUS Circus VOL. 03 • Murica, when will you be angelic  • Accordion QUACKsutra, [06] FOTUS Circus VOL. 03 • When will you be angelic (Ginzberg’s Horror Show) • BURLESQUE QUACKsutra, [07] FOTUS Circus VOL. 03 • When will you be angelic • BURLESQUE QUACKsutra, [08] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Ragga DUB QUACKsutra, [09] FOTUS Circus  VOL. 03 • Angel Eyes, Devil Lies • MANTRA QUACKsutra","2099428179, 2099428188, 2099428185, 2099428200, 2099428182, 2099428191, 2099428203, 2099428197, 2099428194",2427,16,0.659250,0:28:23,https://i1.sndcdn.com/artworks-TISJ7mgoFUnIyF3o-Nc2YDg-t500x500.png,https://i1.sndcdn.com/artworks-TISJ7mgoFUnIyF3o-Nc2YDg-t1080x1080.png,FOTUS Circus: Ginsberg Hollow (Horror) Show,L-82,checked,,"A 9-track shadow-walk that stays wide awake through the circus. It's the Allen Ginsberg Show (in ducklandia). Good joke. And FOTUS rhymes with anus. Inspired by Allen Ginsberg. Vol. 3, because one wasn't enough.",Quack: FOTUS Circus,,,,2025-05-21T02:07:09Z,"BANJOsutra, BURLESQUEsutra (Best Of), FOTUS CIRCUS Playlist An American Freaks Show, MANTRAsutra, QUACKsutra : FOTUS Circus"
FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol4-epx9-burlesquesutra,4,,QUACKsutra,"BANJO,BURLESQUE,DUB,JAZZ","BANJO,BURLESQUE,DUB,JAZZ",9,"[01] FOTUS Circus VOL. 04 • Step Right Up my Dearest Souls • Burlesque QUACKsutra, [02] FOTUS Circus VOL. 04 • Com'on in You Wretched Fools • Burlesque QUACKsutra, [03] FOTUS Circus VOL. 04 • Come On in You Wretched Fools  Plastic Straw Shit Show • Burlesque QUACKsutra, [04] FOTUS Circus VOL. 04 • Come On in You Wretched Fools - Oh Boy Burlesque QUACKsutra, [05] FOTUS Circus VOL. 04 • Com'on in You Wretched Fools • Oh boy Burkesque QUACKsutra, [06] FOTUS Circus VOL. 04 • Step Right Up, for Plastic Straws • Banjo QUACKsutra, [07] FOTUS Circus VOL. 04 • Step Right Up my Dearest Souls (Peacock Bling Show) • Burlesque JAZZ QUACKsutra, [08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra, [09] FOTUS Circus VOL. 04 • Step Right Up, My Dearest Souls • DUB QUACKsutra","2099429862, 2099429871, 2099429880, 2099429874, 2099429859, 2099429868, 2099429865, 2099429883, 2099429877",4093,21,0.513071,0:28:50,https://i1.sndcdn.com/artworks-hEoexhjMEJaTLs2Y-y53BjQ-t500x500.png,https://i1.sndcdn.com/artworks-hEoexhjMEJaTLs2Y-y53BjQ-t1080x1080.png,FOTUS Circus: Angels Eyes,L-81,checked,,"A solid half-hour of circus critique, across 9 tracks. America. It's high time you start being a little more angelic. With a wink to Allen Ginsberg. This is Vol. 4—the saga deepens. FOTUS rhymes with anus. Coincidence?",Quack: FOTUS Circus,,,,2025-05-21T02:12:15Z,"BANJOsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOTUS CIRCUS Playlist An American Freaks Show, JAZZsutra, QUACKsutra : FOTUS Circus"
Freak Show King • QUACKsutra (FOTUS Circus) EPx3,https://soundcloud.com/bananasutra/sets/freak-show-king-quacksutra-fotus-circus-epx3,1,,QUACKsutra,BURLESQUE,BURLESQUE,3,"[01] Freak Show King • QUACKsutra (FOTUS Circus) Burlesque Bass Revolution JAZZ, [02] Freak Show King • QUACKsutra (FOTUS Circus) Burlesque Bass Revolution JAZZ, [03] Freak Show King • QUACKsutra (FOTUS Circus) Burlesque Bass Revolution FOLK","2366201957, 2366201960, 2366201954",558,8,1.433692,0:09:20,https://i1.sndcdn.com/artworks-4BQlb0CQtpGYNBtC-22vsmg-t500x500.jpg,https://i1.sndcdn.com/artworks-4BQlb0CQtpGYNBtC-22vsmg-t1080x1080.jpg,Freak Show King,L-381,checked,,"Step right up… Welcome to my FOTUS Circus Freak Show King burlesque show encore, QUACKsutra EPx3 Jazz ’n Folk edition. Now, shall we REVOLT (please?)",Quack: FOTUS Circus,,,,2026-07-23T00:47:50Z,"FOLKsutra, FOLKsutra (Best Of), JAZZsutra, QUACKsutra where we sing FU"
Freee · La Fille • French SHOWsutra Psychedelic EPx10,https://soundcloud.com/bananasutra/sets/freee-la-fille-french-showsutra-psychedelic-epx10,1,,FLOWsutra,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,HIP HOP,LOFI,PSYCHEDELIC,RAGGA",10,"[01] Freee, La Fille • French SHOWsutra Psychedelic Accordion Circus BURLESQUE, [02] Freee, la fille (remastered) • French SHOWsutra Circus Accordion BURLESQUE, [03] Freee, la fille (remastered) • French SHOWsutra Circus Accordion BURLESQUE, [04] For Freee, La Fille • French SHOWsutra Psychedelic Xylophone Bruh LOFI, [05] Freee, La Fille • French SHOWsutra Psychedelic Hip Hop LOFI, [06] Freee, La Fille • French SHOWsutra Psychedelic Hip Hop LOFI, [07] Freee, La Fille • French SHOWsutra Psychedelic Hip Hop LOFI, [08] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB, [09] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB, [10] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB","2180444995, 2180445015, 2180445019, 2180445007, 2180445011, 2180445023, 2180445027, 2180444999, 2180445031, 2180445003",6828,53,0.776216,0:30:12,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t500x500.png,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t1080x1080.png,"Freee, La Fille",L-84,checked,,"A 10-track dark bloom that holds ego up to a funhouse mirror. En français, pour les filles qui en ont marre. Made in merde, c'est fini. Pour freeee. Served in burlesque, dub, and lo-fi. En français, évidemment. Fly like water, land like truth.","Trust: FLY (like water),World: FRENCHsutra",,,,2025-10-02T03:17:49Z,"BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, LOFIsutra, OUI OUI : Pardon (my French), SHOWsutra where bananas play"
Genius EP,https://soundcloud.com/bananasutra/sets/genius,1,,KNOWsutra,"FOLK,INDIE,JAZZ","FOLK,INDIE,JAZZ",3,"Genius, You See V.1 • Indie Jazz Folk Lullaby  • sutraKNOW inspired by Albert Einstein, Genius, You See V.2 • Indie Jazzz Folk Lullaby  • sutraKNOW inspired by Albert Einstein, Genius, You See V.3 • Indie Jazz Folk Lullaby  • sutraKNOW inspired by Albert Einstein","1944270919, 1944272615, 1944274415",695,9,1.294964,0:07:35,https://i1.sndcdn.com/artworks-VkDI20lCoNvB6yuu-kEiBRg-t500x500.jpg,https://i1.sndcdn.com/artworks-VkDI20lCoNvB6yuu-kEiBRg-t1080x1080.jpg,"Genius, You See",L-87,checked,,"A 3-track luminous ride that insists you be exactly yourself. Judge a fish by its ability to climb a tree and it'll believe it's stupid forever. This one's for the kids. You're a genius. For real. A nod to Albert Einstein. The naked truth, served warm.",Ask: (Naked) TRUTH,,,,2024-11-19T17:52:10Z,"FOLKsutra, FOLKsutra (Best Of), GROWsutra : KIND(ness), HIDDEN PEELS, INDIEsutra, KNOWsutra where questions matter"
Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,1,,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,LOFI","BANJO,BLUES,BURLESQUE,GIPSY,INDIE,LOFI,PSYCHEDELIC",14,"[01] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Arabesk LoFi Waltz Fool Moon INDIE, [02] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Tango TaTata Meow Hop LOFI BURLESQUE, [03] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Piano Cello Banjo Waltz Ballad BURLESQUE, [04] Gladys in Sonderland • SHOWsutra Psychedelic Gentle Gipsy Piano Cello Accordion Waltz Cameo BURLESQUE, [05] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Piano Piano Waltz Swoon BURLESQUE, [06] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Breathing BURLESQUE, [07] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Indie BURLESQUE, [08] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Tuba BURLESQUE, [09] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Chanson BURLESQUE, [10] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz INDIE BURLESQUE, [11] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Accordion Circus Waltz BURLESQUE, [12] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz BURLESQUE, [13] Gladys In Sonderland • SHOWsutra Psychedelic Booya Banger Blues BANJO, [14] Gladys In Sonderland • SHOWsutra Weary Psychedelic Mama BLUES","2202148487, 2202148467, 2202148479, 2202148451, 2202148455, 2202148471, 2202148483, 2202148475, 2202148463, 2202148491, 2202148459, 2202148503, 2202148499, 2202148495",7813,69,0.883143,1:06:19,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t500x500.png,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t1080x1080.png,Gladys in Sonderland,L-88,checked,,"14 tracks of questions that won't quit. Alice went through the looking glass. Gladys tumbled through Sonderland. The Cheshire Cat now strips in a glitch-and-bitch show. No checkmates. Channeling Carroll Lewis, obviously. Welcome to the Fanana club.",Play: FANANA (party),,,,2025-10-30T08:21:07Z,"BANJOsutra, BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), INDIEsutra, INDIEsutra (Best Of), SHOWsutra : FANANA Club, SHOWsutra where bananas play"
Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,https://soundcloud.com/bananasutra/sets/glitter-on-a-turd-epx5,1,,GROWsutra,"BURLESQUE,INDIE","BURLESQUE,CABARET,INDIE",5,"[01] Glitter and Guts - Circus BURLESQUEsutra, [02] Glitter and Guts - (oh boy) Circus BURLESQUE, [03] Glitter and Guts - Arabesk Indie JAZZsutra, [04] Glitter and Guts - oh lordy DUBsutra, [05] Glitter and Guts - Bass Revolution LOFIsutra","2100869745, 2100869736, 2100869751, 2100869739, 2100869742",2532,28,1.105845,0:14:49,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t500x500.png,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t1080x1080.png,Glitter On A Turd,L-89,checked,,5 tracks of quacking fury. Kindness without truth is just glitter on a turd. K thanks bye. Burlesque and indie grooves from end to end. Kindness as rebellion.,Dare: KIND(ness),,,,2025-05-23T11:53:25Z,"BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra (Best Of), GROWsutra : KIND(ness), GROWsutra where we be brave, INDIEsutra (Best Of), JAZZsutra, LOFIsutra"
Grateful For The Weird ☺︎ GLOWsutra (Rainbows In The Clouds) EPx9,https://soundcloud.com/bananasutra/sets/grateful-for-the-weird-glowsutra-epx9,1,,GLOWsutra,LOFI,LOFI,9,"[01] Grateful for the Weird • GLOWsutra Classic Big Mama BLUES, [02] Grateful For The Weird • GLOWsutra Psychedelic Gipsy Piano Bar LoFi JAZZ, [03] Grateful For The Weird • GLOWsutra Minimal Psychedelic Folk Muse Poetry DUB, [04] Grateful For The Weird • GLOWsutra La Poesita Psychedelic Gipsy Flamenco Indie DUB, [05] Grateful For The Weird • GLOWsutra Minimal Acoustic Gipsy Techno Flamenco WORLD, [06] Grateful For The Weird • GLOWsutra Minimal Acoustic Gipsy Techno Flamenco WORLD, [07] Grateful For The Weird • GLOWsutra Psychedelic Gipsy Hip Hip Hop LOFI, [08] Grateful For The Weird • GLOWsutra Psychedelic Gipsy Hip Hip Hop LOFI, [09] Grateful For The Weird • GLOWsutra Psychedelic Oh My Oh Why Cello INDIE","2324114309, 2324114318, 2324114306, 2324114324, 2324114327, 2324114321, 2324114315, 2324114330, 2324114312",5709,69,1.208618,0:28:25,https://i1.sndcdn.com/artworks-J0OlTIEkZ6tdaqkK-DxNyQg-t500x500.png,https://i1.sndcdn.com/artworks-J0OlTIEkZ6tdaqkK-DxNyQg-t1080x1080.png,Grateful For The Weird,L-344,checked,,"A 9-track GLOWsutra story about loving dogs, berries, beaches, tender fools, and all the beautiful, true, and sometimes weird lill' things.",Bless: RAINBOWS (in my clouds),,,,2026-05-20T06:31:02Z,"BLUESsutra, DUBsutra, DUBsutra (Best Of), GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, LOFIsutra"
Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,1,,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FADO,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",14,"[01] Grifters • BLOWsutra PBGal Psychedelic Punk Rock BURLESQUE, [02] Grifters • BLOWsutra PBGal Psychedelic Punk Rock BURLESQUE, [03] Grifters • BLOWsutra IBYN Psychedelic Punk Rock BURLESQUE, [04] Grifters • BLOWsutra Psychedelic Post-Punk Country Burlesque Banjo BLUES, [05] Grifters • BLOWsutra Psychedelic Post-Punk Country Burlesque Banjo BLUES, [06] Grifters • BLOWsutra Psychedelic Post-Punk Country Blues BANJO, [07] Grifters • BLOWsutra Queen of Authentic Country Banjo Folk Dub BLUES, [08] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB, [09] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB, [10] Grifters • BLOWsutra Psychedelic F-Bomb Hip Hop LOFI, [11] Grifters • BLOWsutra Psychedelic F-Bomb Hip Hop LOFI, [12] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE, [13] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE, [14] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE","2298680198, 2298680192, 2298680219, 2298680216, 2298680195, 2298680222, 2298680186, 2298680225, 2298680189, 2298680213, 2298680210, 2298680201, 2298680207, 2298680204",6168,60,0.972763,0:43:26,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t1080x1080.png,Grifters,L-90,checked,,"14 tracks of circus critique. One question that won’t let go: are you a grifter or a gifter? Banjo, blues, and burlesque grooves from end to end. The apes are at it again.",Speak: APES (gone wrong),,,,2026-04-08T08:58:15Z,"BANJOsutra, BLOWsutra, BLOWsutra : APES (gone wrong), BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), INDIEsutra, LOFIsutra"
