ep_title,ep_url,ep_in_app,ep_featured,ep_description,duration_total,sutra,ep_volume,ep_total_tracks,total_plays,total_likes,genres,genres_full,ep_rating,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_songbook_title,created_at,playlist_names_clean
Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,https://soundcloud.com/bananasutra/sets/curious-like-a-kiss-flowsutra-epx11,checked,,"11 tracks of tender awe. Consensual curiosity as connection. Sensual wit as rhythm. Radical honesty as the ultimate kink. The sound: burlesque, dub, and indie. Resonated: 8k plays and 63 likes so far. Where trust gets tender.",0:34:05,FLOWsutra,1,11,8326,63,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,GIPSY,INDIE,LOFI",,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t500x500.png,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t1080x1080.png,Curious Like A Kiss,L-54,Trust: WET (my friend),2026-03-11 18:25,"BURLESQUEsutra, FLOWsutra where time is space, INDIEsutra, INDIEsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
Daddy's a Creep ⚞  P3d0 T-Shirts ON SALE ⚟ BLOWsutra EPx4,https://soundcloud.com/bananasutra/sets/daddys-a-creep-p3d0-t-shirts-on-sale-blowsutra-epx4,checked,,"4 blues, burlesque, and jazz tracks built on nerve and a prayer. Not from the heart. More like a please-pardon-my-puke, for the historical record. Quack quack. You know who you are.",0:10:36,BLOWsutra,1,4,783,5,"BLUES,BURLESQUE,JAZZ,LOFI","BLUES,BURLESQUE,JAZZ,LOFI",,https://i1.sndcdn.com/artworks-fryyTDM2WyR2DKBA-QI4BwQ-t500x500.png,https://i1.sndcdn.com/artworks-fryyTDM2WyR2DKBA-QI4BwQ-t1080x1080.png,Daddy's a Creep,L-56,Quack: DUCK (shady),2025-07-06 22:28,"BLUESsutra, BURLESQUEsutra, FOTUS CIRCUS Playlist An American Freaks Show, MANTRAsutra, QUACKsutra : FOTUS Circus, QUACKsutra where we sing FU"
Darling EP,https://soundcloud.com/bananasutra/sets/arthur-darling,checked,,"A quick 13-minute burst of beauty that bleeds, across 4 tracks. For the ones we loved (and probably didn't love enough) while we had them. The sound: indie. Death is nothing at all. Love is everything.",0:13:47,BOWsutra,1,4,1556,22,INDIE,INDIE,,https://i1.sndcdn.com/artworks-sm0RyWK8U9ogWbAR-vvmBLg-t500x500.png,https://i1.sndcdn.com/artworks-sm0RyWK8U9ogWbAR-vvmBLg-t1080x1080.png,Darling,L-57,Bow: Death (is nothing),2024-11-20 21:30,"BOWsutra : DEATH (is nothing), BOWsutra the last of 7 sutras · it's divine <3, INDIEsutra, JAZZsutra, MANTRAsutra"
DEFY (Vol 2) - 3 Songs EPx6 - BLOWsutra Revolution Ring LoFi Jazz Fusion,https://soundcloud.com/bananasutra/sets/defy-vol-2-3-songs-epx6-blowsutra-revolution-ring-lofi-jazz-fusion,checked,,"7 tracks of righteous fury. They used to hide the cruelty. Now it's front row seats. Served in burlesque, jazz, and lo-fi. This is Vol. 2—the saga deepens. Revolution as a daily practice.",0:19:37,BLOWsutra,2,7,7696,50,"BURLESQUE,JAZZ,LOFI","BURLESQUE,JAZZ,LOFI,PSYCHEDELIC,TRIP HOP",,https://i1.sndcdn.com/artworks-ZOzjbG3qBNgMzOWS-9LnxjQ-t500x500.png,https://i1.sndcdn.com/artworks-ZOzjbG3qBNgMzOWS-9LnxjQ-t1080x1080.png,,"L-219,L-275,L-177","Speak: REVOLT (now),EP: DEFY",2026-01-08 07:26,"BLOWsutra, BURLESQUEsutra, JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
DEFY ✰ 3 Songs EPx7 ✰ BLOWsutra Jazzy Folk Lo-Fi BLUES,https://soundcloud.com/bananasutra/sets/defy-3-songs-epx7-blowsutra-jazzy-folk-lo-fi-blues,checked,,"A 7-track dark bloom that names the war nobody wants to name. They used to hide the cruelty. Now it's front row seats. Served in blues, folk, and jazz. Revolution as a daily practice.",0:21:43,BLOWsutra,1,7,1531,11,"BLUES,FOLK,JAZZ,LOFI","BLUES,FOLK,JAZZ,LOFI,TRIP HOP",,https://i1.sndcdn.com/artworks-YZdPzrWX9SlHjJ6q-GKzInQ-t500x500.png,https://i1.sndcdn.com/artworks-YZdPzrWX9SlHjJ6q-GKzInQ-t1080x1080.png,,"L-219,L-275,L-177","Speak: REVOLT (now),EP: DEFY",2025-07-25 09:45,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, LOFIsutra"
Do Panic Now ✝ GROWsutra EPx13,https://soundcloud.com/bananasutra/sets/do-panic-now-growsutra-epx13,checked,,"A 13-track shadow-walk that wears the fool's crown with pride. ""Don't Panic"" is no longer adequate advice. Space satire gospel for the glitter-turd king era, filtered through Hitchhiker's Guide and a towel that won't save you. Served in dub, folk, and indie. Revolution as a daily practice.",0:35:43,GROWsutra,1,13,2552,18,"DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,MANTRA,RAGGA",,https://i1.sndcdn.com/artworks-BsO5CMcHbZ0M93kT-isQTpA-t500x500.png,https://i1.sndcdn.com/artworks-BsO5CMcHbZ0M93kT-isQTpA-t1080x1080.png,Do Panic Now,L-61,Speak: REVOLT (now),2025-06-29 05:49,"BLOWsutra : REVOLT (now), DUBsutra, FOLKsutra, INDIEsutra, JAZZsutra, LOFIsutra, MANTRAsutra"
Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,https://soundcloud.com/bananasutra/sets/donkeys-years-showsutra-fanana-club-gratitude-epx20,checked,,"A 20-track glow-up that takes nothing seriously except joy. Donkeys' years of dancing. Sure worth celebrating. Burlesque, dub, and indie grooves from end to end. One of the heavier hitters: 10k+ plays. A rainbow in someone's cloud.",0:59:12,GLOWsutra,1,20,10911,103,"BURLESQUE,DUB,INDIE,JAZZ,LOFI,ROCK","BURLESQUE,CABARET,DUB,FLAMENCO,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,ROCK",,https://i1.sndcdn.com/artworks-09nrbUudNilo3UyQ-Qz1LzA-t500x500.png,https://i1.sndcdn.com/artworks-09nrbUudNilo3UyQ-Qz1LzA-t1080x1080.png,Donkeys Years,L-63,Bless: RAINBOWS (in my clouds),2025-12-09 00:16,"BURLESQUEsutra, BURLESQUEsutra (Best Of), INDIEsutra, JAZZsutra, LOFIsutra, LOFIsutra (Best Of), SHOWsutra : FANANA Club, SHOWsutra where bananas play"
Double Standards EPx3 VOL. 1 • BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/double-standards-epx3-burlesquesutra,checked,,"A quick 9-minute burst of narcissism on parade, across 3 tracks. They censor skin but cradle sin. Guns in, truth locked out. Why can't we be brave? A waltz-question that won't age. Jacques Brel walked in and stayed. Dare to care. That's the whole thing.",0:09:59,GROWsutra,1,3,614,10,BURLESQUE,BURLESQUE,,https://i1.sndcdn.com/artworks-EbCkPt5OXsQDVEWJ-qwqVYw-t500x500.jpg,https://i1.sndcdn.com/artworks-EbCkPt5OXsQDVEWJ-qwqVYw-t1080x1080.jpg,Double Standards,L-64,Dare: DARE (to care),2025-01-22 09:24,"BLOWsutra, BLOWsutra : APES (gone wrong), BURLESQUEsutra, DUBsutra, JAZZsutra, KNOWsutra where questions matter"
Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,https://soundcloud.com/bananasutra/sets/double-standards-ep-4-vol-2,checked,,"A 4-track shadow-walk that dares you to show up. They censor skin but cradle sin. Guns in, truth locked out. Why can't we be brave? A waltz-question that won't age. Channeling Jacques Brel, obviously. This is Vol. 2—the saga deepens. Dare to care. That's the whole thing.",0:12:16,BLOWsutra,2,4,757,4,"FOLK,LOFI","FOLK,LOFI",,https://i1.sndcdn.com/artworks-CzCzt9mTlZWzjTqp-8FLR4g-t500x500.png,https://i1.sndcdn.com/artworks-CzCzt9mTlZWzjTqp-8FLR4g-t1080x1080.png,Double Standards,L-64,Dare: DARE (to care),2025-04-02 05:42,"FOLKsutra, GROWsutra : DARE (to care), GROWsutra where we be brave, JAZZsutra, MANTRAsutra"
Dressed in (nothing butt) Wonder ★ Exxxplore and Play (EP) x16 Bananas,https://soundcloud.com/bananasutra/sets/dressed-in-nothing-butt-wonder-exxxplore-and-play-ep-x16-bananas,checked,,"16 tracks of gleeful absurdity. Tutus, feathers, velvet, ribbons. Dressed for nobody but(t) the awe & wonder of it. Carroll Lewis walked in and stayed. Welcome to the Fanana club.",0:48:15,SHOWsutra,1,16,3241,35,"BURLESQUE,DUB,FOLK","BURLESQUE,DUB,FOLK,RAGGA",,https://i1.sndcdn.com/artworks-1DyhYd51j78cqPch-AJYylQ-t500x500.png,https://i1.sndcdn.com/artworks-1DyhYd51j78cqPch-AJYylQ-t1080x1080.png,Dressed In (Nothing Butt) Wonder,L-65,Play: FANANA (party),2025-04-06 22:50,"BANJOsutra, BLUESsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play"
Dump Trump EPx4 🪦 BLOWsutra Burlesque ROCK,https://soundcloud.com/bananasutra/sets/dump-trump-epx4-blowsutra-burlesque-rock,checked,,"4 burlesque, lo-fi, and mantra tracks for the ones who still give a damn. No metaphors were harmed in the making of this song (an adaptation of Smack Jack, by Nina Hagen) Nina Hagen walked in and stayed. Quack quack. You know who you are.",0:12:41,BLOWsutra,1,4,719,5,"BURLESQUE,LOFI,MANTRA,ROCK","BURLESQUE,LOFI,MANTRA,PUNK,ROCK",,https://i1.sndcdn.com/artworks-j9D9XVaWNRVgQ3WS-Ns1zng-t500x500.png,https://i1.sndcdn.com/artworks-j9D9XVaWNRVgQ3WS-Ns1zng-t1080x1080.png,Dump Trump,L-66,Quack: DUCK (shady),2025-09-04 20:33,"LOFIsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU, ROCKsutra"
Easy (Death Is Nothing At All) ❣ BOWsutra EPx9,https://soundcloud.com/bananasutra/sets/easy-death-is-nothing-at-all-bowsutra-epx9,checked,,"A solid half-hour of beauty that bleeds, across 9 tracks. Death is nothing at all. Henry Scott Holland said so. Breathe easy, mon chéri. With a wink to Henry Scott Holland.",0:32:39,BOWsutra,1,9,2021,25,"BANJO,BLUES,DUB,INDIE","BANJO,BLUES,DUB,INDIE",,https://i1.sndcdn.com/artworks-bzZBqdfk2aR7Mc8I-ba7MdA-t500x500.png,https://i1.sndcdn.com/artworks-bzZBqdfk2aR7Mc8I-ba7MdA-t1080x1080.png,Easy (Death Is Nothing At All),L-67,Bow: Death (is nothing),2025-09-26 19:38,"BLUESsutra, BOWsutra : DEATH (is nothing), BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, INDIEsutra"
Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-vol2-epx21-blowsutra-dub-lofi,checked,checked,"Twenty-one tracks of ego on parade, built around the line ""ego ain't your amigo."" Midway through, the song asks the sutra questions back at us: ""Is it true? Is it fair? Is it fun? Are we free, or just numb, marchin' to a drum?"" Gipsy dub gives way to psychedelic lo-fi, burlesque punk, and Americana blues. The gateway in.",1:24:25,BLOWsutra,2,21,28293,293,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",,https://i1.sndcdn.com/artworks-qfOVhmHG1WJJqjc9-k1w2VA-t500x500.png,https://i1.sndcdn.com/artworks-qfOVhmHG1WJJqjc9-k1w2VA-t1080x1080.png,Ego Ain't Your Amigo,L-68,Speak: EGO (gone loco),2026-02-23 04:45,"BLOWsutra, BLOWsutra : EGO (gone loco), BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-epx14-vol-01-true-tales-of-bluessutra,checked,,"Nearly an hour of ego in the mirror, across 14 tracks. Because ego just can't get over himself. So. Just quit it already. The sound: banjo, blues, and burlesque. Ego, meet your reflection.",0:44:22,BLOWsutra,1,14,2698,22,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ","BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ",,https://i1.sndcdn.com/artworks-6Al7JWcSGShXvOzO-NMakyQ-t500x500.jpg,https://i1.sndcdn.com/artworks-6Al7JWcSGShXvOzO-NMakyQ-t1080x1080.jpg,Ego Ain't Your Amigo,L-68,Speak: EGO (gone loco),2025-04-16 03:50,"BANJOsutra, BLUESsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, JAZZsutra, KNOWsutra where questions matter, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
EGO's Masquerade • EPx4 • BLOWsutra Tzigane Trip Hop Lo-Fi INDIE,https://soundcloud.com/bananasutra/sets/egos-masquerade-epx4-tzigane-trip-hop-lo-fi-indie,checked,,"A 19-minute ride of clarity with claws, across 4 tracks. Welcome to Ego's Masquerade. Charming smiles, deceit in the eyes. Pull up a chair. Watch the show. Learn the signs. Indie and lo-fi grooves from end to end. Ego, meet your reflection.",0:19:03,BLOWsutra,1,4,855,14,"INDIE,LOFI","INDIE,LOFI,TRIP HOP",,https://i1.sndcdn.com/artworks-JnuEvmR6UOwtbaIM-AYNThw-t500x500.png,https://i1.sndcdn.com/artworks-JnuEvmR6UOwtbaIM-AYNThw-t1080x1080.png,EGO's Masquerade,L-69,Speak: EGO (gone loco),2025-08-26 03:00,"BLOWsutra, BLOWsutra : EGO (gone loco), MANTRAsutra"
El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/el-papito-leo-es-no-maga-show-knowsutra-epx6,checked,,"6 dub, indie, and jazz tracks for the ones who still give a damn. An American Pope walks in. MAGA walks out. Holy plot twist #bewoke Holy questions, no holy answers.",0:15:38,GROWsutra,1,6,3644,24,"DUB,INDIE,JAZZ","DUB,INDIE,JAZZ",,https://i1.sndcdn.com/artworks-pO4mbYYB5FWshxlE-Emrw6Q-t500x500.png,https://i1.sndcdn.com/artworks-pO4mbYYB5FWshxlE-Emrw6Q-t1080x1080.png,El Papito (Es No MAGA Show),L-70,Dare: GOD (etc.),2025-06-23 22:28,"DUBsutra, GROWsutra : GOD (etc), INDIEsutra, JAZZsutra"
En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,https://soundcloud.com/bananasutra/sets/en-vrai-on-est-tous-freres-banjo-frenchsutra-epx5,checked,,"A 5-track bright spell that practices kindness like a contact sport. En vrai, on est tous seuls. En vrai, on est tous frères. Blessed be #fraternity Served in banjo, blues, and folk. En français, évidemment. The peace prayer that won't shut up.",0:16:26,KNOWsutra,1,5,1336,24,"BANJO,BLUES,FOLK,LOFI,MANTRA","BANJO,BLUES,FOLK,LOFI,MANTRA",,https://i1.sndcdn.com/artworks-LV5LoqM7mHhduC2y-UvDK3w-t500x500.jpg,https://i1.sndcdn.com/artworks-LV5LoqM7mHhduC2y-UvDK3w-t1080x1080.jpg,"En Vrai, On Est Tous Frères",L-71,"Ask: PEACE (not war),World: FRENCHsutra",2025-01-28 03:36,"BANJOsutra, BLUESsutra, FOLKsutra, FRENCHsutra oui oui · sacrebleu, GLOWsutra where gratitude feeds, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra, OUI OUI : Pardon (my French)"
Ethical Paradox (Bertrand Undone),https://soundcloud.com/bananasutra/sets/ethical-paradox-bertrand-undone,checked,,"A quick 13-minute burst of curious reckoning, across 4 tracks. Step right up to the paradox parade. Morals, double-edged, coming on up. Inspired by Bertrand Russell. Bertrand would approve. Probably.",0:13:54,KNOWsutra,1,4,791,8,INDIE,INDIE,,https://i1.sndcdn.com/artworks-e6OYFWuOzXif0Mz7-XAx0EQ-t500x500.jpg,https://i1.sndcdn.com/artworks-e6OYFWuOzXif0Mz7-XAx0EQ-t1080x1080.jpg,It's An Ethical Paradox,L-116,Ask: BERTRAND (knows),2024-12-26 10:06,"BLOWsutra, DUBsutra, FOLKsutra, JAZZsutra, KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra, Questions for the (kind) POPE in the Sky"
Everybody Knows ✔ Vol. 03 - EPx7 ✔ KNOWsutra Gipsy Trip Hop Truth Prayer Dream,https://soundcloud.com/bananasutra/sets/everybody-knows-vol-03-epx7-knowsutra-gipsy-trip-hop-truth-prayer-dream,checked,checked,"Seven tracks of humble pep talk and agnostic prayer. The KNOWsutra spine in one EP: the things we already know but pretend not to, named out loud so we can stop pretending. Leonard Cohen wrote the original ""Everybody Knows"" in 1988 and it hasn't aged a day; this is the conversation with him. Read his poem alongside this EP, as Banana puts it, and we win twice.",0:28:35,KNOWsutra,3,7,4497,57,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,TRIP HOP",,https://i1.sndcdn.com/artworks-WS97VCa9dwPRoGyv-ajY3dQ-t500x500.png,https://i1.sndcdn.com/artworks-WS97VCa9dwPRoGyv-ajY3dQ-t1080x1080.png,Everybody Knows,L-72,Ask: PEACE (not war),2025-11-03 04:34,"BLUESsutra, INDIEsutra, INDIEsutra (Best Of), JAZZsutra (Best Of), KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter"
Everybody Knows EP x6 : INDIEsutra,https://soundcloud.com/bananasutra/sets/everybody-knows-epx6-indie-rocksutra,checked,,"A 6-track sun-drunk hymn that stares history in the face. Everybody knows the truth. Now what? Channeling Leonard Cohen, obviously. Vol. 2, because one wasn't enough. The peace prayer that won't shut up.",0:14:37,KNOWsutra,2,6,806,3,INDIE,INDIE,,https://i1.sndcdn.com/artworks-idU4oy8bvs1SNH2k-5V1pjg-t500x500.png,https://i1.sndcdn.com/artworks-idU4oy8bvs1SNH2k-5V1pjg-t1080x1080.png,Everybody Knows,L-72,Ask: PEACE (not war),2025-01-15 00:59,"BURLESQUEsutra, INDIEsutra, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra, ROCKsutra"
F-BOMB ⚝ SHOWsutra DUB EPx7,https://soundcloud.com/bananasutra/sets/f-bomb-showsutra-dub-epx7,checked,,"A 21-minute ride of naked truth, across 7 tracks. Etymological deep dive into the most flexible word in the English language, delivered in dub. George Carlin's ghost nods approvingly. With a wink to George Carlin. Be the fool worth being.",0:21:56,SHOWsutra,1,7,1185,5,"BURLESQUE,DUB,INDIE","BURLESQUE,DUB,GIPSY,INDIE",,https://i1.sndcdn.com/artworks-MaDI6oRlKnS475ml-wUwvOA-t500x500.png,https://i1.sndcdn.com/artworks-MaDI6oRlKnS475ml-wUwvOA-t1080x1080.png,F-BOMB,L-75,Play: (Be) The Fool,2025-07-02 21:47,DUBsutra
Fluye (como el mar) FLOWsutra,https://soundcloud.com/bananasutra/sets/fluye-como-el-mar-flowsutra,checked,,"11 tracks of peace that bites back. En español, el mensaje sigue siendo Bruce Lee: fluye como el mar. Sin resistencia. A nod to Bruce Lee. En español, con alma. Fly like water, land like truth.",0:30:53,FLOWsutra,1,11,4227,40,"DUB,INDIE","DUB,FADO,INDIE,RAGGA",,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t500x500.png,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t1080x1080.png,Fluye (como el mar),L-77,"Trust: FLY (like water),World: SPANISHsutra",2025-05-19 11:17,"DUBsutra, FLOWsutra : FLY (like water), INDIEsutra"
Foolish EPx5,https://soundcloud.com/bananasutra/sets/foolish-epx5,checked,,"A 17-minute ride of gleeful absurdity, across 5 tracks. Five foolish songs. One letter. A circus tango dub folky drip of dark bliss. There is a fool that never loves you. He'll linger anyway. The sound: indie and folk. The peace prayer that won't shut up.",0:17:26,KNOWsutra,1,5,1326,26,"INDIE,FOLK","INDIE,FOLK",,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t500x500.png,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t1080x1080.png,Foolish,L-79,Ask: PEACE (not war),2024-12-18 04:19,"BURLESQUEsutra, DUBsutra, FLOWsutra : WET (my friend), FLOWsutra where time is space, FOLKsutra, INDIEsutra, JAZZsutra"
Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,checked,,"15 tracks of democracy in distress. Stalin, Putin, same eyes, different era. Round and round we go, foolish goldfish, forever chasing gold-painted turds. Served in blues, dub, and folk. Resonated: 8k plays and 64 likes so far. The peace prayer that won't shut up.",1:03:59,KNOWsutra,1,15,8894,64,"BLUES,DUB,FOLK,INDIE,LOFI","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,SOUL",,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t1080x1080.png,Foolish Goldfish (Forever),L-80,Ask: PEACE (not war),2025-11-26 04:04,"BLUESsutra, DUBsutra, DUBsutra (Best Of), FOLKsutra, INDIEsutra, INDIEsutra (Best Of), KNOWsutra : PEACE (not War), LOFIsutra"
FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol2-epx10-burlesquesutra,checked,,"10 banjo, burlesque, and folk tracks for the ones who still give a damn. It's the Allen Ginsberg Show (in ducklandia). Good joke. And FOTUS rhymes with anus. Channeling Allen Ginsberg, obviously. Vol. 2, because one wasn't enough.",0:32:55,QUACKsutra,2,10,1699,11,"BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK","BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK",,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t500x500.png,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t1080x1080.png,FOTUS Circus: Ginsberg Hollow (Horror) Show,L-82,Quack: FOTUS Circus,2025-05-21 02:01,"BANJOsutra, FOTUS CIRCUS Playlist An American Freaks Show, LOFIsutra, QUACKsutra : FOTUS Circus"
FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol3-epx9-burlesquesutra,checked,,"A 9-track shadow-walk that stays wide awake through the circus. It's the Allen Ginsberg Show (in ducklandia). Good joke. And FOTUS rhymes with anus. Inspired by Allen Ginsberg. Vol. 3, because one wasn't enough.",0:28:23,QUACKsutra,3,9,2417,16,"BANJO,BURLESQUE,DUB,FOLK,MANTRA","BANJO,BURLESQUE,DUB,FOLK,MANTRA,RAGGA",,https://i1.sndcdn.com/artworks-TISJ7mgoFUnIyF3o-Nc2YDg-t500x500.png,https://i1.sndcdn.com/artworks-TISJ7mgoFUnIyF3o-Nc2YDg-t1080x1080.png,FOTUS Circus: Ginsberg Hollow (Horror) Show,L-82,Quack: FOTUS Circus,2025-05-21 02:07,"BANJOsutra, FOTUS CIRCUS Playlist An American Freaks Show, MANTRAsutra, QUACKsutra : FOTUS Circus"
FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol4-epx9-burlesquesutra,checked,,"A solid half-hour of circus critique, across 9 tracks. America. It's high time you start being a little more angelic. With a wink to Allen Ginsberg. This is Vol. 4—the saga deepens. FOTUS rhymes with anus. Coincidence?",0:28:50,QUACKsutra,4,9,4018,22,"BANJO,BURLESQUE,DUB,JAZZ","BANJO,BURLESQUE,DUB,JAZZ",,https://i1.sndcdn.com/artworks-hEoexhjMEJaTLs2Y-y53BjQ-t500x500.png,https://i1.sndcdn.com/artworks-hEoexhjMEJaTLs2Y-y53BjQ-t1080x1080.png,FOTUS Circus: Angels Eyes,L-81,Quack: FOTUS Circus,2025-05-21 02:12,"BANJOsutra, DUBsutra, FOTUS CIRCUS Playlist An American Freaks Show, JAZZsutra, QUACKsutra : FOTUS Circus"
Freee · La Fille • French SHOWsutra Psychedelic EPx10,https://soundcloud.com/bananasutra/sets/freee-la-fille-french-showsutra-psychedelic-epx10,checked,,"A 10-track dark bloom that holds ego up to a funhouse mirror. En français, pour les filles qui en ont marre. Made in merde, c'est fini. Pour freeee. Served in burlesque, dub, and lo-fi. En français, évidemment. Fly like water, land like truth.",0:30:12,FLOWsutra,1,10,6723,54,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,HIP HOP,LOFI,PSYCHEDELIC,RAGGA",,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t500x500.png,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t1080x1080.png,"Freee, La Fille",L-84,"Trust: FLY (like water),World: FRENCHsutra",2025-10-02 03:17,"BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, LOFIsutra, OUI OUI : Pardon (my French), SHOWsutra where bananas play"
