ep_title,ep_url,ep_rating,ep_volume,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_title,lyrics_id,created_at,playlist_names_clean,ep_in_app
The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,https://soundcloud.com/bananasutra/sets/the-love-of-a-dove-epx18-growsutra-peace-fusion-prayer,,1,KNOWsutra,"BLUES,DUB,FOLK,INDIE","BLUES,DUB,FADO,FOLK,INDIE,PSYCHEDELIC,RAGGA,SOUL",18,13436,162,55:13,https://i1.sndcdn.com/artworks-JAgkPz4F7h0eq74Z-njbS5Q-t500x500.png,The Love of A Dove,L-252,2025-10-06 08:08,"BLUESsutra,DUBsutra,FOLKsutra,GROWsutra where we be brave,INDIEsutra,KNOWsutra : PEACE (not War)",checked
There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,https://soundcloud.com/bananasutra/sets/theres-no-prayer-like-desire-knowsutra-butt-why-epx4,,1,KNOWsutra,"BANJO,BLUES,BURLESQUE","BANJO,BLUES,BURLESQUE",3,1999,20,8:29,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t500x500.png,There's No Prayer Like Desire,L-259,2025-12-14 04:18,"BLUESsutra,BURLESQUEsutra,KNOWsutra where questions matter",checked
They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,https://soundcloud.com/bananasutra/sets/they-call-it-freedom-oh-hi-sweet-honey-bun-blowsutra-revolt-now-epx11,,1,BLOWsutra,"BLUES,BURLESQUE,FOLK,INDIE,LOFI","BLUES,BURLESQUE,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,6602,79,36:40,https://i1.sndcdn.com/artworks-kwu5kFHr0XzItgSe-7wgK2Q-t500x500.png,"""They Call It Freedom (Oh Hi, Sweet Honey Bun)""",L-262,2025-12-05 05:48,"BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,BURLESQUEsutra,FOLKsutra,LOFIsutra",checked
They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,https://soundcloud.com/bananasutra/sets/they-muddy-the-waters-aka-nietzsches-gift-epx5-vol-04,,3,KNOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BURLESQUE,FOLK,INDIE,LOFI",5,1079,6,16:27,https://i1.sndcdn.com/artworks-8WQovcQ1YWF6xgZ0-sPC0bQ-t500x500.png,Nietzsche's Gift (Muddy Waters),L-165,2025-04-14 06:55,"BANJOsutra,BLOWsutra,BLOWsutra : EGO (gone loco),BURLESQUEsutra,INDIEsutra,LOFIsutra,MANTRAsutra",checked
This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,https://soundcloud.com/bananasutra/sets/this-is-my-quest-growsutra-epx19,,1,GLOWsutra,"DUB,INDIE,JAZZ,LOFI","DUB,FADO,FLAMENCO,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,17821,127,1:13:50,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t500x500.png,This Is My Quest,L-263,2026-03-16 18:54,"DUBsutra,GROWsutra : DARE (to care),GROWsutra where we be brave,INDIEsutra,JAZZsutra",checked
This Is What Dissent Looks Like Now - BLOWsutra (Revolution Ring) Jazz Indie LoFi Dream,https://soundcloud.com/bananasutra/sets/this-is-what-dissent-looks-like-now-blowsutra-revolution-ring-jazz-indie-lofi-dream,,1,BLOWsutra,"BURLESQUE,INDIE,JAZZ,LOFI","BURLESQUE,CABARET,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,TRIP HOP",14,17467,149,55:10,https://i1.sndcdn.com/artworks-oX7ZY3z8JzrLVWyA-Iz5Tsg-t500x500.png,What Dissent Looks Like Now,L-286,2026-01-27 21:09,"BLOWsutra,BLOWsutra : CENSOR(ed),INDIEsutra,JAZZsutra,LOFIsutra,SHOWsutra: (shades of) FOOLS",checked
Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,https://soundcloud.com/bananasutra/sets/time-for-rebel-romance-epx6-blowsutra-revolt-now-cabaret,,1,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,MANTRA,ROCK","BURLESQUE,CABARET,DUB,INDIE,JAZZ,MANTRA,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",6,10281,88,18:05,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,Time For Rebel Romance,L-265,2026-02-19 08:00,"BLOWsutra,BLOWsutra : REVOLT (now),BURLESQUEsutra,DUBsutra,GROWsutra : KIND(ness),QUACKsutra where we sing FU,ROCKsutra",checked
To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,https://soundcloud.com/bananasutra/sets/the-quest-brel-poetry-jazz-remakes-x8,,1,GLOWsutra,JAZZ,"JAZZ,PSYCHEDELIC",8,5663,61,21:21,https://i1.sndcdn.com/artworks-QUpuRg3OOi3Qb9MF-h5LTAw-t500x500.png,To Dream,L-266,2024-11-09 00:48,"BURLESQUEsutra,FOLKsutra,GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds,JAZZsutra,MANTRAsutra,ROCKsutra",checked
Too Hard · My Friend • FLOWsutra (Fly Like Water) Lullabies EPx2,https://soundcloud.com/bananasutra/sets/too-hard-flowsutra-epx2,,1,FLOWsutra,,,2,403,0,6:05,https://i1.sndcdn.com/artworks-Ky48s5ZarF8xscUO-tegDyw-t500x500.png,"""Too Hard, My Friend""",L-267,2026-04-17 23:32,"FLOWsutra where time is space,JAZZsutra,LOFIsutra",checked
Trauma Begets Trauma - KNOWsutra Peace (not War) Piano Kitten Truth EPx5,https://soundcloud.com/bananasutra/sets/trauma-begets-trauma-knowsutra-peace-not-war-piano-kitten-truth-epx5,,1,KNOWsutra,INDIE,"GIPSY,INDIE",5,4283,35,15:46,https://i1.sndcdn.com/artworks-O1DJ2yudziIuoAWo-vRdodg-t500x500.png,Trauma Begets Trauma,L-268,2025-11-09 01:54,"KNOWsutra : PEACE (not War),KNOWsutra where questions matter",checked
Trump Derangement Syndrome ™ EPx7,https://soundcloud.com/bananasutra/sets/trump-derangement-syndrome-epx7,,1,BLOWsutra,"BANJO,BURLESQUE,DUB,JAZZ,MANTRA","BANJO,BURLESQUE,DUB,JAZZ,MANTRA",7,1394,16,22:00,https://i1.sndcdn.com/artworks-Ys4zGlSmXhrD1HsT-Kvzuxg-t500x500.png,Trump Derangement Syndrome ™,L-269,2025-06-18 17:12,"BANJOsutra,BLUESsutra,INDIEsutra,MANTRAsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
Trust No One EP x3 VOL.1 ☆ BLOWsutra Alternative Indie ROCK,https://soundcloud.com/bananasutra/sets/trust-no-one-ep-x3-vol1-blowsutra-alternative-indie-rock,,1,BLOWsutra,"INDIE,JAZZ,ROCK","INDIE,JAZZ,ROCK",3,939,12,6:33,https://i1.sndcdn.com/artworks-zo2LcEgQQvZyFMXS-Hip2cg-t500x500.png,Trust No One,L-270,2025-04-04 03:18,"BLOWsutra,BLOWsutra : EGO (gone loco),INDIEsutra,ROCKsutra",checked
Truth Don't Care ✗ EPx2 ✗ KNOWsutra Psychedelic Muse Cabaret,https://soundcloud.com/bananasutra/sets/truth-dont-care-epx2-knowsutra-psychedelic-muse-cabaret,,1,KNOWsutra,"BURLESQUE,JAZZ","BURLESQUE,CABARET,JAZZ,PSYCHEDELIC",2,375,3,6:52,https://i1.sndcdn.com/artworks-2pO2JGvoTeCfSURr-2A3VeA-t500x500.png,Truth Don't Care,L-271,2025-08-24 02:48,"BURLESQUEsutra,JAZZsutra,KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter",checked
Tune in the Tender ☲ #GROWsutra EPx9,https://soundcloud.com/bananasutra/sets/tune-in-the-tender-growsutra-epx9,,1,GROWsutra,"DUB,INDIE,LOFI","DUB,INDIE,LOFI",9,2843,31,36:05,https://i1.sndcdn.com/artworks-ayo6PDrn2o8EClWe-wyHddg-t500x500.png,Tune In The Tender,L-273,2025-06-21 09:02,"BLUESsutra,DUBsutra,GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds,INDIEsutra,JAZZsutra,MANTRAsutra",checked
Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,,1,KNOWsutra,"BANJO,BLUES,DUB,INDIE,LOFI","BANJO,BLUES,DUB,FLAMENCO,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,8004,72,43:01,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t500x500.png,"""Two Things, Darling""",L-274,2026-01-01 22:37,"BLUESsutra,DUBsutra,INDIEsutra,KNOWsutra : BERTRAND (mon chéri),KNOWsutra where questions matter,LOFIsutra",checked
Untamed EP X3,https://soundcloud.com/bananasutra/sets/untamed-ep-x3,,1,GROWsutra,INDIE,INDIE,3,522,2,7:37,https://i1.sndcdn.com/artworks-h4WvLIv6GtEpPvLT-kyZycQ-t500x500.png,Untamed,L-276,2024-12-14 20:25,"BANJOsutra,BLUESsutra,BOWsutra the last of 7 sutras · it's divine <3,FOLKsutra,GROWsutra : GOD (etc),Questions for the (kind) POPE in the Sky",checked
Up a San Francisco Hill EP(x4) VOL.2,https://soundcloud.com/bananasutra/sets/up-a-san-francisco-hill-epx4-vol2,,2,GLOWsutra,DUB,DUB,4,752,9,13:31,https://i1.sndcdn.com/artworks-pNf3bEZAmay75ojX-AjKkkg-t500x500.png,Up a San Francisco Hill,L-277,2025-01-29 19:15,"GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds,INDIEsutra",checked
Up a San Francisco Hill • Bananasutra Heart Beats,https://soundcloud.com/bananasutra/sets/up-a-san-francisco-hill-bananasutra-heart-beats,,1,GLOWsutra,DUB,DUB,8,784,3,12:52,https://i1.sndcdn.com/artworks-GDiJpggFg27JRXo9-ZnhHqQ-t500x500.jpg,Up a San Francisco Hill,L-277,2025-01-26 23:36,"BURLESQUEsutra,DUBsutra,GLOWsutra where gratitude feeds,INDIEsutra,MANTRAsutra",checked
Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,https://soundcloud.com/bananasutra/sets/waldos-fascist-tango-epx3-vol-1-blowsutra-burlesque,,1,GROWsutra,"BURLESQUE,JAZZ","BURLESQUE,JAZZ",3,682,7,10:30,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t500x500.png,Waldo's Fascist Tango (Down We Go),L-281,2025-04-06 01:10,"BLOWsutra : APES (gone wrong),BURLESQUEsutra,QUACKsutra where we sing FU,Questions for the (kind) POPE in the Sky",checked
We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/we-live-not-by-lies-epx12-growsutra-revolution-ring,,1,GROWsutra,"BURLESQUE,DUB,INDIE,LOFI,ROCK","BURLESQUE,DUB,GIPSY,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",12,11014,107,34:57,https://i1.sndcdn.com/artworks-aUUxzKo6oEXsOIfq-vtqUJA-t500x500.png,We Live Not By Lies,L-282,2025-11-13 07:30,"BLOWsutra : REVOLT (now),BURLESQUEsutra,DUBsutra,GROWsutra where we be brave,INDIEsutra,KNOWsutra : (naked) TRUTH,LOFIsutra,ROCKsutra",checked
We Remember What (We Remember What) We Feel☉EPx5 INDIE GROWsutra,https://soundcloud.com/bananasutra/sets/we-remember-what-we-remember-what-we-feelepx5-indie-growsutra,,1,GROWsutra,INDIE,INDIE,5,1200,34,15:54,https://i1.sndcdn.com/artworks-InO7MMy9vHYpBdDo-YcZoDQ-t500x500.png,We Remember What (We Remember What) We Feel☉,L-283,2025-06-02 23:28,"GROWsutra : DARE (to care),GROWsutra where we be brave,INDIEsutra",checked
We're Tiny Specks · Right • BOWsutra,https://soundcloud.com/bananasutra/sets/were-tiny-specks-right-bowsutra-epx11,,1,BOWsutra,"LOFI,DUB,INDIE","LOFI,DUB,INDIE,PSYCHEDELIC,GIPSY",11,3610,55,25:36,https://i1.sndcdn.com/artworks-iSBnDzZ6pNZ2thIT-zteX6Q-t500x500.png,"""We’re Tiny Specks, Right?""",L-359,2026-04-13 02:45,"BOWsutra the last of 7 sutras · it's divine <3,DUBsutra,INDIEsutra,LOFIsutra",checked
Wet (Prickly) Peaches vol.2,https://soundcloud.com/bananasutra/sets/wet-prickly-peaches-vol2,,2,FLOWsutra,BLUES,BLUES,9,2072,33,27:28,https://i1.sndcdn.com/artworks-y6GNuYSUFwSvEtI4-VH6lnQ-t500x500.jpg,Wet (Prickly) Peaches vol.2,L-285,2025-02-08 23:13,"BANJOsutra,BLUESsutra,DUBsutra,FLOWsutra : WET (my friend),INDIEsutra,JAZZsutra,SHOWsutra where bananas play",checked
What It's About - Blues Dub Murica Mantra EPx7,https://soundcloud.com/bananasutra/sets/what-its-about-blues-dub-murica-mantra-epx7,,1,BLOWsutra,"BLUES,DUB,MANTRA","BLUES,DUB,MANTRA",7,1497,21,24:28,https://i1.sndcdn.com/artworks-GLU0pK07IFyP9sOF-R4l6cg-t500x500.jpg,What It's About,L-288,2025-06-04 01:10,"BLOWsutra,BLUESsutra,GROWsutra : DARE (to care),INDIEsutra,MANTRAsutra,QUACKsutra where we sing FU",checked
What It's About • Vol. 02 EPx6 • BLOWsutra Revolution Ring,https://soundcloud.com/bananasutra/sets/what-its-about-vol-02-epx6-blowsutra-revolution-ring,,2,KNOWsutra,"BANJO,BLUES,BURLESQUE,JAZZ","BANJO,BLUES,BURLESQUE,JAZZ,PSYCHEDELIC,TRIP HOP",6,4879,73,25:11,https://i1.sndcdn.com/artworks-f5X1h7BNCNHQw6au-Qj1DyQ-t500x500.png,What It's About,L-288,2025-11-20 22:24,BLOWsutra,checked
What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,https://soundcloud.com/bananasutra/sets/what-the-mirror-said-reste-lucide-glowsutra-jazz,,1,GLOWsutra,"BURLESQUE,INDIE,JAZZ","BURLESQUE,INDIE,JAZZ",5,759,7,18:38,https://i1.sndcdn.com/artworks-VQkWPBpI3EhvPQjd-JaXiYg-t500x500.png,What the Mirror Said (Reste Lucide),L-290,2025-07-25 08:08,"BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds,JAZZsutra,OUI OUI : Pardon (my French)",checked
What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,https://soundcloud.com/bananasutra/sets/whats-f-a-s-c-i-s-t-epx9-vol-1-blowsutra-jazz-folk-fusion,,1,BLOWsutra,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,COUNTRY,FOLK,JAZZ,LOFI",8,1549,11,25:17,https://i1.sndcdn.com/artworks-ovG5pHzgSSHWXS4C-9duL4w-t500x500.png,What's F-A-S-C-I-S-T?,L-292,2025-04-04 00:41,"BLOWsutra,BLOWsutra : CENSOR(ed),BURLESQUEsutra,FOLKsutra,FOTUS CIRCUS Playlist An American Freaks Show,GROWsutra where we be brave,JAZZsutra,LOFIsutra,QUACKsutra where we sing FU",checked
When Did Seduction Become so Untrue? EPx16 Vol. 02 ䷶ KNOWsutra Flamenco Techno,https://soundcloud.com/bananasutra/sets/when-did-seduction-become-so-untrue-how-do-kids-learn-now-epx16-vol-02-knowsutra-flamenco-techno,,1,KNOWsutra,"INDIE,WORLD","FADO,FLAMENCO,GIPSY",16,3357,21,1:12:03,https://i1.sndcdn.com/artworks-vJJyHyvScNYFs8IL-ASDhig-t500x500.png,When Did Seduction Become so Untrue?,L-293,2025-08-12 02:17,"KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter",checked
When We Duende (All Night) EPx9 ☯ DUB + BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/when-we-duende-all-night-epx9-dub-burlesquesutra,,1,FLOWsutra,"BURLESQUE,DUB,JAZZ","BURLESQUE,DUB,JAZZ",9,2360,20,29:29,https://i1.sndcdn.com/artworks-9BOw1039glUsyHSi-RcOVWw-t500x500.png,When We Duende (All Night),L-294,2025-06-14 09:24,"BURLESQUEsutra,DUBsutra,FLOWsutra : WET (my friend),JAZZsutra",checked
When We Duende · Encore ★ Arabesk Fado Soul EPx2 VOL.2,https://soundcloud.com/bananasutra/sets/when-we-duende-encore-arabesk-fado-soul-epx2-vol2,,1,FLOWsutra,INDIE,"FADO,SOUL",2,447,4,7:52,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t500x500.png,When We Duende (Encore),L-295,2025-06-16 11:25,"FLOWsutra : WET (my friend),LOFIsutra",checked
Where Hope Expires ℧ EPx8 VOL.02,https://soundcloud.com/bananasutra/sets/where-hope-expires-epx8-vol02,,1,GROWsutra,"DUB,FOLK,INDIE,JAZZ","DUB,FOLK,INDIE,JAZZ",8,1763,21,26:33,https://i1.sndcdn.com/artworks-RDHQvbzOVwhs5g5O-y1W0yw-t500x500.png,Where Hope Expires,L-296,2025-04-22 03:58,"BLOWsutra,BLOWsutra : EGO (gone loco),DUBsutra,FOLKsutra,INDIEsutra,JAZZsutra,MANTRAsutra",checked
Where We Begin (Preakly Peaches) EPx4,https://soundcloud.com/bananasutra/sets/where-we-begin-preakly-peaches-epx4,,1,FLOWsutra,"BURLESQUE,DUB","BURLESQUE,DUB",4,775,9,10:39,https://i1.sndcdn.com/artworks-jm4lztgC6B1n1CHp-ql6gNg-t500x500.jpg,Where We Begin (Preakly Peaches),L-297,2024-12-23 12:00,"BURLESQUEsutra,FLOWsutra : WET (my friend),FLOWsutra where time is space,INDIEsutra,ROCKsutra",checked
Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,https://soundcloud.com/bananasutra/sets/who-knows-where-how-happiness-truly-grows-growsutra-epx29,,1,GROWsutra,"BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",29,5460,45,1:48:44,https://i1.sndcdn.com/artworks-Ooj55UF0JzVS0KFh-9aN0SA-t500x500.png,Who Knows Where How Happiness Truly Grows,L-300,2025-07-06 04:05,"BURLESQUEsutra,DUBsutra,FOLKsutra,INDIEsutra,JAZZsutra,KNOWsutra : but(t) WHY,LOFIsutra,MANTRAsutra",checked
Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB,https://soundcloud.com/bananasutra/sets/who-needs-a-big-d-ep-x8-vol-1-jazz-n-dub,,1,SHOWsutra,"BURLESQUE,DUB,FOLK,JAZZ,LOFI","BURLESQUE,DUB,FOLK,JAZZ,LOFI",8,1864,16,25:49,https://i1.sndcdn.com/artworks-jhyk7fARubhfUtQC-VqNUCQ-t500x500.png,Who Needs A Big D?,L-301,2025-04-09 03:13,"BURLESQUEsutra,DUBsutra,JAZZsutra,SHOWsutra : B.J. (is for Banana Jesters),SHOWsutra where bananas play",checked
Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx10-blowsutra-world-peace-fusion-indie,,1,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,DUB,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",10,2407,25,43:06,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t500x500.png,Who's Your Vladdy?,L-302,2025-09-18 05:53,"BANJOsutra,BLOWsutra,DUBsutra,INDIEsutra,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU,ROCKsutra,WORLDsutra : Russian(ish)",checked
Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx2-vol02-blowsutra-world-peace-lofi-rock,,2,QUACKsutra,"BURLESQUE,LOFI,ROCK","BURLESQUE,GIPSY,LOFI,PSYCHEDELIC,PUNK,ROCK",2,672,9,8:37,https://i1.sndcdn.com/artworks-301rwrEjz0M0tuZV-1dVJMg-t500x500.png,Who's Your Vladdy?,L-302,2025-09-20 18:14,"BLOWsutra,KNOWsutra where questions matter,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU,ROCKsutra,WORLDsutra : Russian(ish)",checked
Why Trust an Old · Mean Religion? EPx9 VOL. 01,https://soundcloud.com/bananasutra/sets/why-trust-an-old-mean-religion-epx9-vol-01,,1,GROWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,LOFI","BANJO,BLUES,DUB,FOLK,INDIE,LOFI,SOUL",9,1764,13,29:51,https://i1.sndcdn.com/artworks-Z6c6IDbs2ejUVhp8-iueiCg-t500x500.png,"""Why trust an old, mean religion?""",L-303,2025-04-22 03:01,"BANJOsutra,BLUESsutra,DUBsutra,FOLKsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,INDIEsutra,KNOWsutra : but(t) WHY,LOFIsutra,MANTRAsutra,Questions for the (kind) POPE in the Sky",checked
Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,https://soundcloud.com/bananasutra/sets/why-we-cant-be-brave-growsutra-censored-cello-epx8,,1,GROWsutra,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,HIP HOP,INDIE,LOFI,PSYCHEDELIC",8,6050,58,28:47,https://i1.sndcdn.com/artworks-rB89JSlaccuJ12aJ-01Yopg-t500x500.png,Why We Can't Be Brave?,L-304,2025-12-02 22:33,"BLOWsutra : CENSOR(ed),BURLESQUEsutra,GROWsutra where we be brave,INDIEsutra,LOFIsutra",checked
Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,https://soundcloud.com/bananasutra/sets/why-you-lie-to-the-peoples-face-quacksutra,,1,QUACKsutra,"BURLESQUE,FOLK,INDIE","BURLESQUE,FOLK,HIP HOP,INDIE,RAGGA",7,1472,15,21:42,https://i1.sndcdn.com/artworks-OY8Egh3zRPXQxH74-PbCZmw-t500x500.png,Why You Lie (To The People's Face)?,L-305,2025-03-02 06:57,"BLUESsutra,BURLESQUEsutra,DUBsutra,FOTUS CIRCUS Playlist An American Freaks Show,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul,https://soundcloud.com/bananasutra/sets/win-win-dub-epx3-french-english-growsutra-fusion-soul,,1,GROWsutra,DUB,"DUB,HIP HOP,RAGGA,SOUL",3,771,9,8:12,https://i1.sndcdn.com/artworks-oBETDaFyMMJRa4Qg-sDo0ng-t500x500.png,WIN-WIN (dub),L-307,2025-10-07 09:27,"DUBsutra,FRENCHsutra oui oui · sacrebleu,GROWsutra where we be brave,OUI OUI : Pardon (my French),SHOWsutra: (shades of) FOOLS",checked
Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),https://soundcloud.com/bananasutra/sets/woke-em-whacks-epx4-blues-dubsutra-music-therapy,,1,QUACKsutra,BLUES,BLUES,4,1102,19,12:56,https://i1.sndcdn.com/artworks-w61imgKjvg3ASHMz-HXgbbA-t500x500.jpg,Woke 'em Whacks,L-309,2025-01-23 05:57,"BLOWsutra,BLUESsutra,DUBsutra,FOLKsutra,INDIEsutra,JAZZsutra,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
Zero Sum (Zero Sean) • GROWsutra (Dare to Care) EPx22,https://soundcloud.com/bananasutra/sets/zero-sum-growsutra-epx22,,1,GROWsutra,"BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BURLESQUE,CABARET,DUB,FADO,FLAMENCO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,RAGGA",23,22986,242,1:17:31,https://i1.sndcdn.com/artworks-EIMomqQ3VHc9dl93-DvcAsA-t500x500.png,Zero Sum (Zero Sean),L-312,2026-03-19 06:42,"BURLESQUEsutra,DUBsutra,GROWsutra where we be brave,INDIEsutra,LOFIsutra",checked
